iteration, loss, time forward pass, time backward pass
0, 0.3673854172229767, 0.09893393516540527, 0.05099296569824219
1, 0.3674432635307312, 0.07650876045227051, 0.03537750244140625
2, 0.36722713708877563, 0.06958365440368652, 0.03153109550476074
3, 0.36735549569129944, 0.02247166633605957, 0.028325796127319336
4, 0.3673931062221527, 0.019442081451416016, 0.03180289268493652
5, 0.36713486909866333, 0.022535085678100586, 0.03025221824645996
6, 0.36720943450927734, 0.0207521915435791, 0.03229379653930664
7, 0.36709433794021606, 0.026124238967895508, 0.02974724769592285
8, 0.36714664101600647, 0.02407670021057129, 0.03137493133544922
9, 0.3670788109302521, 0.01981496810913086, 0.030382871627807617
10, 0.3670627772808075, 0.023627281188964844, 0.03017735481262207
11, 0.3670435845851898, 0.02483534812927246, 0.03261280059814453
12, 0.36713626980781555, 0.021923542022705078, 0.04363751411437988
13, 0.3670675456523895, 0.025846004486083984, 0.02936577796936035
14, 0.36703789234161377, 0.021402597427368164, 0.032739877700805664
15, 0.36701297760009766, 0.02550029754638672, 0.033054351806640625
16, 0.3669879138469696, 0.021893739700317383, 0.028719186782836914
17, 0.3669605851173401, 0.020417451858520508, 0.032073259353637695
18, 0.36693331599235535, 0.022656917572021484, 0.03319382667541504
19, 0.36687880754470825, 0.021187305450439453, 0.028467178344726562
20, 0.3669187128543854, 0.02200484275817871, 0.03182077407836914
21, 0.3668181598186493, 0.024562358856201172, 0.031023025512695312
22, 0.3668292462825775, 0.020973920822143555, 0.02823948860168457
23, 0.36681655049324036, 0.022128582000732422, 0.031016111373901367
24, 0.36679816246032715, 0.02539372444152832, 0.032610416412353516
25, 0.3667808771133423, 0.022217750549316406, 0.02828693389892578
26, 0.36676961183547974, 0.021637678146362305, 0.03172779083251953
27, 0.3667554259300232, 0.027270793914794922, 0.03555417060852051
28, 0.36672353744506836, 0.02570319175720215, 0.03335428237915039
29, 0.366733580827713, 0.025630474090576172, 0.032947540283203125
30, 0.3667144775390625, 0.026334285736083984, 0.033521175384521484
31, 0.3666992485523224, 0.02657794952392578, 0.03329873085021973
32, 0.3666418194770813, 0.02438807487487793, 0.032266855239868164
33, 0.3666304647922516, 0.022550106048583984, 0.0332646369934082
34, 0.3666324019432068, 0.025640010833740234, 0.034513235092163086
35, 0.3666519820690155, 0.02419734001159668, 0.03346681594848633
36, 0.3666294813156128, 0.024929285049438477, 0.03313732147216797
37, 0.3665276765823364, 0.027547836303710938, 0.033492088317871094
38, 0.3665773868560791, 0.028571367263793945, 0.035541534423828125
39, 0.3665158152580261, 0.024257183074951172, 0.036147117614746094
40, 0.3665706515312195, 0.023305654525756836, 0.03181934356689453
41, 0.3665573000907898, 0.023118972778320312, 0.03584742546081543
42, 0.36661481857299805, 0.022858858108520508, 0.03863096237182617
43, 0.3664608895778656, 0.02486419677734375, 0.03376030921936035
44, 0.36658918857574463, 0.023819684982299805, 0.036809682846069336
45, 0.366589218378067, 0.028571128845214844, 0.03470039367675781
46, 0.3663845956325531, 0.026118755340576172, 0.036948442459106445
47, 0.3664073348045349, 0.024114608764648438, 0.034646034240722656
48, 0.36639684438705444, 0.027405261993408203, 0.03329896926879883
49, 0.36654677987098694, 0.02331709861755371, 0.03351855278015137
50, 0.3663564920425415, 0.026862621307373047, 0.04074406623840332
51, 0.3664829134941101, 0.027679443359375, 0.032207489013671875
52, 0.36647865176200867, 0.025589704513549805, 0.03223156929016113
53, 0.36659154295921326, 0.025668859481811523, 0.035798072814941406
54, 0.36645135283470154, 0.030291080474853516, 0.034596920013427734
55, 0.3663958013057709, 0.030658960342407227, 0.03308510780334473
56, 0.36631259322166443, 0.0298769474029541, 0.03493356704711914
57, 0.36650174856185913, 0.02672123908996582, 0.03257322311401367
58, 0.3662661612033844, 0.023139238357543945, 0.039977312088012695
59, 0.3662583529949188, 0.022934913635253906, 0.03205251693725586
60, 0.36632323265075684, 0.027408123016357422, 0.03598737716674805
61, 0.36655741930007935, 0.02144479751586914, 0.035028934478759766
62, 0.366502046585083, 0.022736787796020508, 0.03416848182678223
63, 0.3664246201515198, 0.025417089462280273, 0.036299705505371094
64, 0.36621612310409546, 0.030059337615966797, 0.03943443298339844
65, 0.3665018677711487, 0.030237913131713867, 0.03603553771972656
66, 0.36649104952812195, 0.025641918182373047, 0.0338592529296875
67, 0.3662853538990021, 0.03404808044433594, 0.034314870834350586
68, 0.36638468503952026, 0.02695751190185547, 0.03702735900878906
69, 0.3664006292819977, 0.027448177337646484, 0.03403139114379883
70, 0.3662073612213135, 0.02498912811279297, 0.03523826599121094
71, 0.36617591977119446, 0.022241830825805664, 0.03810715675354004
72, 0.3661729097366333, 0.02190113067626953, 0.03574728965759277
73, 0.3664139211177826, 0.024834871292114258, 0.03477001190185547
74, 0.3662436306476593, 0.027715682983398438, 0.03404045104980469
75, 0.366167813539505, 0.033583879470825195, 0.03394055366516113
76, 0.3664361834526062, 0.025032758712768555, 0.03925490379333496
77, 0.36600783467292786, 0.027030229568481445, 0.03429222106933594
78, 0.3663196563720703, 0.025239229202270508, 0.03592085838317871
79, 0.36620640754699707, 0.023903608322143555, 0.035056352615356445
